,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq
20490,63cda65858c4334a66b063b5,run1,quiz,False,239.0,,,,239.0,63cc988c2a276a3b63c222e6,63cda43625a37333ea987774,$1.71,1.71,57.0,7.0,7.0,5.0,na-hi,nahi,1.0,0.0,{},1674421843519.0,1674421843519.0,4790.0,4790.0,4.163,0.627,1674421572869.0,1674421848309.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 3.0, 'hi': 2.0, 'tu': 1.0, 'ko': 4.0, 'na': 5.0}",5-2,5-2,2.0,0.15675,4.31975,3
20491,63cda65858c4334a66b063b7,run1,quiz,False,236.0,,,,236.0,63cc988c2a276a3b63c222e6,63cda431eaa70cd95f1d5491,$1.32,1.32,45.0,0.0,1.0,5.0,se,se,1.0,0.0,{},1674421844955.0,1674421844955.0,3406.0,3406.0,0.419,2.987,1674421520925.0,1674421848361.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 1.0, 'ho-ta': 2.0, 'ho': 3.0, 'ho-se': 4.0, 'ho-ni': 5.0, 'ni-ho': 6.0, 'ni': 7.0, 'ho-ku': 8.0, 'ta': 9.0, 'ku': 10.0}",1,1,1.0,1.4935,1.9125,7
20492,63cda65a58c4334a66b063b9,run1,quiz,False,242.0,,,,242.0,63cc988c2a276a3b63c222e6,63cda4379c911ebce62c11bd,$0.18,0.18,6.0,0.0,1.0,5.0,ne,ne,1.0,0.0,{},1674421848529.0,1674421848529.0,1702.0,1702.0,1.005,0.697,1674421763861.0,1674421850231.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 1.0, 'si': 2.0, 'ka': 3.0, 'tu': 4.0, 'ho': 5.0}",1,1,1.0,0.3485,1.3535,1
20493,63cda65a58c4334a66b063ba,run1,quiz,True,233.0,,,,233.0,63cc988c2a276a3b63c222e6,63cda435c050682a8d35b2e1,$1.64,1.64,55.0,0.0,1.0,5.0,ne,ne,1.0,0.0,{},1674421848827.0,1674421848827.0,3002.0,3002.0,1.915,1.087,1674421496674.0,1674421851829.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 1.0, 'tu': 2.0, 'sa': 3.0, 'hi': 4.0, 'ko': 5.0}",1,1,1.0,0.5435,2.4585,7
20494,63cda65a58c4334a66b063bb,run1,quiz,False,227.0,,,,227.0,63cc988c2a276a3b63c222e6,63cda432f338dc3127c71c51,$0.62,0.62,21.0,4.0,6.0,5.0,ne-ha,ne-ha,1.0,0.0,{},1674421840669.0,1674421840669.0,9354.0,9354.0,4.14,5.214,1674421432534.0,1674421850023.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 5.0, 'ti': 3.0, 'ku': 4.0, 'ha': 1.0, 'so': 2.0}",5-1,5-1,2.0,1.0428000000000002,5.1828,0
20495,63cda65a58c4334a66b063bc,run1,quiz,False,240.0,,,,240.0,63cc988c2a276a3b63c222e6,63cda458ad359d197db9e102,$1.14,1.14,38.0,2.0,3.0,5.0,no,no,1.0,0.0,{},1674421847704.0,1674421847704.0,2166.0,2166.0,1.05,1.116,1674421598930.0,1674421849870.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ti': 1.0, 'sa': 2.0, 'no': 3.0, 'hu': 4.0, 'ke': 5.0}",3,3,1.0,0.558,1.608,5
20498,63cda65b58c4334a66b063c0,run1,quiz,False,239.0,,,,239.0,63cc988c2a276a3b63c222e6,63cda43625a37333ea987774,$1.74,1.74,58.0,8.0,6.0,5.0,na-tu,natu,1.0,0.0,{},1674421849311.0,1674421849311.0,2497.0,2497.0,1.376,1.121,1674421572869.0,1674421851808.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 3.0, 'hi': 2.0, 'tu': 1.0, 'ko': 4.0, 'na': 5.0}",5-1,5-1,2.0,0.28025,1.65625,3
20500,63cda65c58c4334a66b063c2,run1,quiz,False,222.0,,,,222.0,63cc988c2a276a3b63c222e6,63cda4371aec6dfe7fa054b6,$1.52,1.52,54.0,5.0,9.0,5.0,sa-no,sano,1.0,0.0,{},1674421849150.0,1674421849150.0,4343.0,4343.0,2.592,1.751,1674421383226.0,1674421853493.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'no': 4.0, 'sa': 5.0, 'hi': 2.0, 'tu': 3.0, 'ke': 1.0}",5-4,5-4,2.0,0.43775,3.02975,0
20501,63cda65c58c4334a66b063c3,run1,quiz,False,236.0,,,,236.0,63cc988c2a276a3b63c222e6,63cda431eaa70cd95f1d5491,$1.35,1.35,46.0,1.0,2.0,5.0,ho-ta,hota,1.0,0.0,{},1674421849371.0,1674421849371.0,2895.0,2895.0,1.459,1.436,1674421520925.0,1674421852266.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 1.0, 'ho-ta': 2.0, 'ho': 3.0, 'ho-se': 4.0, 'ho-ni': 5.0, 'ni-ho': 6.0, 'ni': 7.0, 'ho-ku': 8.0, 'ta': 9.0, 'ku': 10.0}",2,3-9,2.0,0.359,1.818,7
20502,63cda65c58c4334a66b063c6,run1,quiz,False,228.0,,,,228.0,63cc988c2a276a3b63c222e6,63cda43010f8545a23c71c6e,$1.22,1.22,41.0,0.0,2.0,5.0,ni,ni,1.0,0.0,{},1674421845478.0,1674421845478.0,7273.0,7273.0,5.439,1.834,1674421452220.0,1674421852751.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ke': 3.0, 'ha': 4.0, 'so': 1.0, 'ni': 2.0, 'tu': 5.0}",2,2,1.0,0.917,6.356,7
20503,63cda65d58c4334a66b063c7,run1,quiz,False,242.0,,,,242.0,63cc988c2a276a3b63c222e6,63cda4379c911ebce62c11bd,$0.21,0.21,7.0,1.0,2.0,5.0,si,si,1.0,0.0,{},1674421851241.0,1674421851241.0,1558.0,1558.0,0.621,0.937,1674421763861.0,1674421852799.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 1.0, 'si': 2.0, 'ka': 3.0, 'tu': 4.0, 'ho': 5.0}",2,2,1.0,0.4685,1.0895000000000001,1
20504,63cda65d58c4334a66b063c8,run1,quiz,False,234.0,,,,234.0,63cc988c2a276a3b63c222e6,63cda432903e7830ca5670fd,$1.02,1.02,34.0,2.0,9.0,5.0,ni-te,nite,1.0,0.0,{},1674421843021.0,1674421843021.0,8556.0,8556.0,4.866,3.69,1674421494395.0,1674421851577.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 2.0, 'te': 4.0, 'ko': 3.0, 'ni': 5.0, 'su': 1.0}",5-4,5-4,2.0,0.9225,5.7885,0
20505,63cda65d58c4334a66b063c9,run1,quiz,False,240.0,,,,240.0,63cc988c2a276a3b63c222e6,63cda458ad359d197db9e102,$1.17,1.17,39.0,3.0,4.0,5.0,hu,hu,1.0,0.0,{},1674421850885.0,1674421850885.0,1771.0,1771.0,0.884,0.887,1674421598930.0,1674421852656.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ti': 1.0, 'sa': 2.0, 'no': 3.0, 'hu': 4.0, 'ke': 5.0}",4,4,1.0,0.4435,1.3275000000000001,4
20506,63cda65d58c4334a66b063ca,run1,quiz,True,233.0,,,,233.0,63cc988c2a276a3b63c222e6,63cda435c050682a8d35b2e1,$1.67,1.67,56.0,1.0,2.0,5.0,tu,tu,1.0,0.0,{},1674421852841.0,1674421852841.0,1974.0,1974.0,0.912,1.062,1674421496674.0,1674421854815.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 1.0, 'tu': 2.0, 'sa': 3.0, 'hi': 4.0, 'ko': 5.0}",2,2,1.0,0.531,1.443,9
20507,63cda65d58c4334a66b063cb,run1,quiz,False,244.0,,,,244.0,63cc988c2a276a3b63c222e6,63cda434aa9f81592de4eabe,$0.23,0.23,9.0,1.0,8.0,5.0,si-he,kosi,0.0,0.0,{},1674421847650.0,1674421847650.0,5063.0,5063.0,2.989,2.074,1674421774613.0,1674421852714.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he': 3.0, 'tu': 4.0, 'si': 5.0, 'na': 1.0, 'ko': 2.0}",2-5,5-3,2.0,0.5185,3.5075,0
20508,63cda65d58c4334a66b063cc,run1,quiz,False,231.0,,,,231.0,63cc988c2a276a3b63c222e6,63cda4368a2cdaa01df6a650,$0.9,0.9,30.0,2.0,3.0,5.0,ke-ti,keti,1.0,0.0,{},1674421847675.0,1674421847675.0,6192.0,6192.0,3.384,2.808,1674421463135.0,1674421853867.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ke-su': 1.0, 'ke-ha': 2.0, 'ke-ti': 3.0, 'no': 4.0, 'ke': 5.0, 'ke-no': 6.0, 'ha': 7.0, 'no-ke': 8.0, 'su': 9.0, 'ti': 10.0}",3,5-10,2.0,0.702,4.086,4
20509,63cda65e58c4334a66b063ce,run1,quiz,False,239.0,,,,239.0,63cc988c2a276a3b63c222e6,63cda43625a37333ea987774,$1.77,1.77,59.0,-1.0,6.0,5.0,na-tu,natu,1.0,0.0,{},1674421852815.0,1674421852815.0,1730.0,1730.0,1.154,0.576,1674421572869.0,1674421854545.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 3.0, 'hi': 2.0, 'tu': 1.0, 'ko': 4.0, 'na': 5.0}",5-1,5-1,2.0,0.144,1.2979999999999998,4
20510,63cda65f58c4334a66b063cf,run1,quiz,False,236.0,,,,236.0,63cc988c2a276a3b63c222e6,63cda431eaa70cd95f1d5491,$1.38,1.38,47.0,2.0,3.0,5.0,ho,ho,1.0,0.0,{},1674421853275.0,1674421853275.0,1955.0,1955.0,0.775,1.18,1674421520925.0,1674421855230.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 1.0, 'ho-ta': 2.0, 'ho': 3.0, 'ho-se': 4.0, 'ho-ni': 5.0, 'ni-ho': 6.0, 'ni': 7.0, 'ho-ku': 8.0, 'ta': 9.0, 'ku': 10.0}",3,3,1.0,0.59,1.365,6
20511,63cda65f58c4334a66b063d0,run1,quiz,False,242.0,,,,242.0,63cc988c2a276a3b63c222e6,63cda4379c911ebce62c11bd,$0.24,0.24,8.0,2.0,3.0,5.0,ka,ka,1.0,0.0,{},1674421853810.0,1674421853810.0,1493.0,1493.0,0.852,0.641,1674421763861.0,1674421855303.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 1.0, 'si': 2.0, 'ka': 3.0, 'tu': 4.0, 'ho': 5.0}",3,3,1.0,0.3205,1.1724999999999999,0
20512,63cda65f58c4334a66b063d1,run1,quiz,True,233.0,,,,233.0,63cc988c2a276a3b63c222e6,63cda435c050682a8d35b2e1,$1.7,1.7,57.0,2.0,3.0,5.0,sa,sa,1.0,0.0,{},1674421855829.0,1674421855829.0,1250.0,1250.0,0.443,0.807,1674421496674.0,1674421857079.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 1.0, 'tu': 2.0, 'sa': 3.0, 'hi': 4.0, 'ko': 5.0}",3,3,1.0,0.4035,0.8465,7
20514,63cda66058c4334a66b063d3,run1,quiz,False,227.0,,,,227.0,63cc988c2a276a3b63c222e6,63cda432f338dc3127c71c51,$0.65,0.65,22.0,0.0,4.0,5.0,ku,ku,1.0,0.0,{},1674421851028.0,1674421851028.0,4655.0,4655.0,2.779,1.876,1674421432534.0,1674421855683.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 5.0, 'ti': 3.0, 'ku': 4.0, 'ha': 1.0, 'so': 2.0}",4,4,1.0,0.938,3.7169999999999996,2
20515,63cda66158c4334a66b063d6,run1,quiz,False,240.0,,,,240.0,63cc988c2a276a3b63c222e6,63cda458ad359d197db9e102,$1.2,1.2,40.0,4.0,5.0,5.0,ke,ke,1.0,0.0,{},1674421853664.0,1674421853664.0,2951.0,2951.0,0.798,2.153,1674421598930.0,1674421856615.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ti': 1.0, 'sa': 2.0, 'no': 3.0, 'hu': 4.0, 'ke': 5.0}",5,5,1.0,1.0765,1.8745,3
20516,63cda66158c4334a66b063d7,run1,quiz,True,239.0,,,,239.0,63cc988c2a276a3b63c222e6,63cda43625a37333ea987774,$1.8,1.8,60.0,0.0,4.0,5.0,ko,ko,1.0,0.0,{},1674421855551.0,1674421855551.0,2061.0,2061.0,1.27,0.791,1674421572869.0,1674421857612.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 3.0, 'hi': 2.0, 'tu': 1.0, 'ko': 4.0, 'na': 5.0}",4,4,1.0,0.3955,1.6655,6
20518,63cda66258c4334a66b063da,run1,quiz,False,222.0,,,,222.0,63cc988c2a276a3b63c222e6,63cda4371aec6dfe7fa054b6,$1.55,1.55,55.0,6.0,1.0,5.0,ke,ke,1.0,0.0,{},1674421854504.0,1674421854504.0,5644.0,5644.0,4.091,1.553,1674421383226.0,1674421860148.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'no': 4.0, 'sa': 5.0, 'hi': 2.0, 'tu': 3.0, 'ke': 1.0}",1,1,1.0,0.7765,4.8675,5
20519,63cda66358c4334a66b063db,run1,quiz,False,232.0,,,,232.0,63cc988c2a276a3b63c222e6,63cda42fc750a65768ece732,$1.35,1.35,45.0,0.0,1.0,5.0,te-hi,tehi,1.0,0.0,{},1674421839633.0,1674421839633.0,6099.0,6099.0,2.296,3.803,1674421456646.0,1674421845732.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'te-hi': 1.0, 'na': 2.0, 'te-na': 3.0, 'te-so': 4.0, 'hi': 5.0, 'so': 6.0, 'te-ku': 7.0, 'te': 8.0, 'ku': 9.0, 'ku-te': 10.0}",1,8-5,2.0,0.95075,3.2467499999999996,7
20520,63cda66358c4334a66b063dc,run1,quiz,False,231.0,,,,231.0,63cc988c2a276a3b63c222e6,63cda4368a2cdaa01df6a650,$0.93,0.93,31.0,3.0,4.0,5.0,no,no,1.0,0.0,{},1674421854893.0,1674421854893.0,5173.0,5173.0,3.441,1.732,1674421463135.0,1674421860066.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ke-su': 1.0, 'ke-ha': 2.0, 'ke-ti': 3.0, 'no': 4.0, 'ke': 5.0, 'ke-no': 6.0, 'ha': 7.0, 'no-ke': 8.0, 'su': 9.0, 'ti': 10.0}",4,4,1.0,0.866,4.3069999999999995,3
20521,63cda66458c4334a66b063de,run1,quiz,False,236.0,,,,236.0,63cc988c2a276a3b63c222e6,63cda431eaa70cd95f1d5491,$1.41,1.41,48.0,3.0,4.0,5.0,ho-se,hose,1.0,0.0,{},1674421856234.0,1674421856234.0,3853.0,3853.0,0.7,3.153,1674421520925.0,1674421860087.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 1.0, 'ho-ta': 2.0, 'ho': 3.0, 'ho-se': 4.0, 'ho-ni': 5.0, 'ni-ho': 6.0, 'ni': 7.0, 'ho-ku': 8.0, 'ta': 9.0, 'ku': 10.0}",4,3-1,2.0,0.78825,1.4882499999999999,5
20522,63cda66458c4334a66b063df,run1,quiz,False,243.0,,,,243.0,63cc988c2a276a3b63c222e6,63cda433a5782f6217e4ea9c,$0.26,0.26,9.0,0.0,7.0,5.0,ke-sa,kesa,1.0,0.0,{},1674421850394.0,1674421850394.0,8620.0,8620.0,1.371,7.249,1674421761864.0,1674421859014.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'ke': 5.0, 'no': 4.0, 'tu': 3.0, 'sa': 2.0}",5-2,5-2,2.0,1.81225,3.18325,0
20523,63cda66458c4334a66b063e0,run1,quiz,True,233.0,,,,233.0,63cc988c2a276a3b63c222e6,63cda435c050682a8d35b2e1,$1.73,1.73,58.0,3.0,4.0,5.0,hi,hi,1.0,0.0,{},1674421858089.0,1674421858089.0,3993.0,3993.0,3.161,0.832,1674421496674.0,1674421862082.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 1.0, 'tu': 2.0, 'sa': 3.0, 'hi': 4.0, 'ko': 5.0}",4,4,1.0,0.416,3.577,6
20525,63cda66658c4334a66b063e2,run1,quiz,True,239.0,,,,239.0,63cc988c2a276a3b63c222e6,63cda43625a37333ea987774,$1.83,1.83,61.0,1.0,9.0,5.0,na-ko,nako,1.0,0.0,{},1674421858615.0,1674421858615.0,3516.0,3516.0,2.811,0.705,1674421572869.0,1674421862131.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 3.0, 'hi': 2.0, 'tu': 1.0, 'ko': 4.0, 'na': 5.0}",5-4,5-4,2.0,0.17625,2.98725,1
20527,63cda66658c4334a66b063e4,run1,quiz,False,234.0,,,,234.0,63cc988c2a276a3b63c222e6,63cda432903e7830ca5670fd,$1.05,1.05,35.0,3.0,7.0,5.0,ni-ha,niha,1.0,0.0,{},1674421852581.0,1674421852581.0,7987.0,7987.0,1.976,6.011,1674421494395.0,1674421860568.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 2.0, 'te': 4.0, 'ko': 3.0, 'ni': 5.0, 'su': 1.0}",5-2,5-2,2.0,1.50275,3.47875,0
20530,63cda66658c4334a66b063e8,run1,quiz,False,222.0,,,,222.0,63cc988c2a276a3b63c222e6,63cda4371aec6dfe7fa054b6,$1.58,1.58,56.0,7.0,4.0,5.0,no,no,1.0,0.0,{},1674421861157.0,1674421861157.0,2999.0,2999.0,1.808,1.191,1674421383226.0,1674421864156.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'no': 4.0, 'sa': 5.0, 'hi': 2.0, 'tu': 3.0, 'ke': 1.0}",4,4,1.0,0.5955,2.4035,6
20531,63cda66758c4334a66b063e9,run1,quiz,False,232.0,,,,232.0,63cc988c2a276a3b63c222e6,63cda42fc750a65768ece732,$1.38,1.38,46.0,1.0,2.0,5.0,na,na,1.0,0.0,{},1674421846744.0,1674421846744.0,3385.0,3385.0,1.379,2.006,1674421456646.0,1674421850129.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'te-hi': 1.0, 'na': 2.0, 'te-na': 3.0, 'te-so': 4.0, 'hi': 5.0, 'so': 6.0, 'te-ku': 7.0, 'te': 8.0, 'ku': 9.0, 'ku-te': 10.0}",2,2,1.0,1.003,2.3819999999999997,7
20532,63cda66858c4334a66b063ea,run1,quiz,False,243.0,,,,243.0,63cc988c2a276a3b63c222e6,63cda433a5782f6217e4ea9c,$0.29,0.29,10.0,1.0,3.0,5.0,tu,tu,1.0,0.0,{},1674421860041.0,1674421860041.0,2456.0,2456.0,1.434,1.022,1674421761864.0,1674421862497.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'hi': 1.0, 'ke': 5.0, 'no': 4.0, 'tu': 3.0, 'sa': 2.0}",3,3,1.0,0.511,1.9449999999999998,0
20533,63cda66858c4334a66b063eb,run1,quiz,True,233.0,,,,233.0,63cc988c2a276a3b63c222e6,63cda435c050682a8d35b2e1,$1.76,1.76,59.0,4.0,5.0,5.0,ko,ko,1.0,0.0,{},1674421863101.0,1674421863101.0,2444.0,2444.0,1.547,0.897,1674421496674.0,1674421865545.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ne': 1.0, 'tu': 2.0, 'sa': 3.0, 'hi': 4.0, 'ko': 5.0}",5,5,1.0,0.4485,1.9954999999999998,5
20534,63cda66858c4334a66b063ec,run1,quiz,True,239.0,,,,239.0,63cc988c2a276a3b63c222e6,63cda43625a37333ea987774,$1.86,1.86,62.0,2.0,1.0,5.0,tu,tu,1.0,0.0,{},1674421863135.0,1674421863135.0,1739.0,1739.0,1.368,0.371,1674421572869.0,1674421864874.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 3.0, 'hi': 2.0, 'tu': 1.0, 'ko': 4.0, 'na': 5.0}",1,1,1.0,0.1855,1.5535,8
20535,63cda66858c4334a66b063ee,run1,quiz,False,236.0,,,,236.0,63cc988c2a276a3b63c222e6,63cda431eaa70cd95f1d5491,$1.44,1.44,49.0,4.0,5.0,5.0,ho-ni,honi,1.0,0.0,{},1674421861091.0,1674421861091.0,3656.0,3656.0,1.535,2.121,1674421520925.0,1674421864747.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 1.0, 'ho-ta': 2.0, 'ho': 3.0, 'ho-se': 4.0, 'ho-ni': 5.0, 'ni-ho': 6.0, 'ni': 7.0, 'ho-ku': 8.0, 'ta': 9.0, 'ku': 10.0}",5,3-7,2.0,0.53025,2.06525,4
20537,63cda66858c4334a66b063f0,run1,quiz,False,228.0,,,,228.0,63cc988c2a276a3b63c222e6,63cda43010f8545a23c71c6e,$1.25,1.25,42.0,1.0,10.0,5.0,ni-tu,nitu,1.0,0.0,{},1674421853758.0,1674421853758.0,11003.0,11003.0,4.863,6.14,1674421452220.0,1674421864761.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 3.0, 'ha': 4.0, 'so': 1.0, 'ni': 2.0, 'tu': 5.0}",2-5,2-5,2.0,1.535,6.398000000000001,0
20538,63cda66958c4334a66b063f1,run1,quiz,False,227.0,,,,227.0,63cc988c2a276a3b63c222e6,63cda432f338dc3127c71c51,$0.68,0.68,23.0,1.0,6.0,5.0,ne-ha,ne-ha,1.0,0.0,{},1674421856695.0,1674421856695.0,7798.0,7798.0,2.488,5.31,1674421432534.0,1674421864493.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 5.0, 'ti': 3.0, 'ku': 4.0, 'ha': 1.0, 'so': 2.0}",5-1,5-1,2.0,1.0619999999999998,3.55,1
20539,63cda66958c4334a66b063f2,run1,quiz,False,240.0,,,,240.0,63cc988c2a276a3b63c222e6,63cda458ad359d197db9e102,$1.23,1.23,41.0,5.0,6.0,5.0,ke-ti,keti,1.0,0.0,{},1674421857617.0,1674421857617.0,6917.0,6917.0,1.715,5.202,1674421598930.0,1674421864534.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti': 1.0, 'sa': 2.0, 'no': 3.0, 'hu': 4.0, 'ke': 5.0}",5-1,5-1,2.0,1.3005,3.0155000000000003,2
20543,63cda66a58c4334a66b063f7,run1,quiz,False,231.0,,,,231.0,63cc988c2a276a3b63c222e6,63cda4368a2cdaa01df6a650,$0.96,0.96,32.0,4.0,5.0,5.0,ke,ke,1.0,0.0,{},1674421861091.0,1674421861091.0,5644.0,5644.0,3.642,2.002,1674421463135.0,1674421866735.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ke-su': 1.0, 'ke-ha': 2.0, 'ke-ti': 3.0, 'no': 4.0, 'ke': 5.0, 'ke-no': 6.0, 'ha': 7.0, 'no-ke': 8.0, 'su': 9.0, 'ti': 10.0}",5,5,1.0,1.001,4.643,2
20544,63cda66b58c4334a66b063f9,run1,quiz,False,222.0,,,,222.0,63cc988c2a276a3b63c222e6,63cda4371aec6dfe7fa054b6,$1.61,1.61,57.0,8.0,1.0,5.0,ke,ke,1.0,0.0,{},1674421865175.0,1674421865175.0,3445.0,3445.0,2.146,1.299,1674421383226.0,1674421868620.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'no': 4.0, 'sa': 5.0, 'hi': 2.0, 'tu': 3.0, 'ke': 1.0}",1,1,1.0,0.6495,2.7954999999999997,6
20546,63cda66b58c4334a66b063fb,run1,quiz,False,243.0,,,,243.0,63cc988c2a276a3b63c222e6,63cda433a5782f6217e4ea9c,$0.32,0.32,11.0,2.0,4.0,5.0,no,no,1.0,0.0,{},1674421863517.0,1674421863517.0,2482.0,2482.0,1.31,1.172,1674421761864.0,1674421865999.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'hi': 1.0, 'ke': 5.0, 'no': 4.0, 'tu': 3.0, 'sa': 2.0}",4,4,1.0,0.586,1.896,0
