,Unnamed: 0,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq,elapsedTime,delay,addcount,multcount,rulecount,ppd,dpp
9138,11302,644ab527e8b53354700ea664,cogsci2023,quiz,False,139.0,,,,139.0,6449f103d9aadfd8114dd65d,644ab37edef5bce216ad67d8,$1.56,156.0,52.0,8.0,8.0,4.0,ne-hi,nehi,1.0,0.0,{},1682617635737.0,1682617635737.0,2415.0,2415.0,0.308,2.107,1682617343941.0,1682617638152.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'sa': 1.0, 'ne': 2.0, 'ko': 3.0, 'hi': 4.0}",2-4,2-4,2.0,0.52675,0.8347500000000001,2,294211.0,9.0,16.0,16.0,16.0,0.2222222222222222,3.0
9147,11315,644ab52be8b53354700ea67c,cogsci2023,quiz,False,150.0,,,,150.0,6449f103d9aadfd8114dd65d,644ab3896286956e16ac783d,$0.56,56.0,19.0,5.0,5.0,3.0,ne-ko,ne-ko,1.0,0.0,{},1682617639373.0,1682617639373.0,4627.0,4627.0,1.02,3.607,1682617454446.0,1682617644000.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti': 1.0, 'ko': 2.0, 'ne': 3.0, 'sa': 9.0}",3-2,3-2,2.0,0.7214,1.7414,1,189554.0,5.0,5.0,5.0,5.0,0.2,2.5
9152,11320,644ab52ce8b53354700ea683,cogsci2023,quiz,False,144.0,,,,144.0,6449f103d9aadfd8114dd65d,644ab383c7b250f38b2cd221,$1.5,150.0,50.0,6.0,6.0,4.0,ha-ke,hake,1.0,0.0,{},1682617640143.0,1682617640143.0,4107.0,4107.0,0.739,3.368,1682617418299.0,1682617644250.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'tu': 1.0, 'ke': 2.0, 'so': 3.0, 'ha': 4.0}",4-2,4-2,2.0,0.842,1.581,4,225951.0,9.0,15.0,15.0,15.0,0.4444444444444444,1.8
9171,11344,644ab531e8b53354700ea6a5,cogsci2023,quiz,False,137.0,,,,137.0,6449f103d9aadfd8114dd65d,644ab37dd5b29e11d739fbb5,$1.56,156.0,52.0,8.0,8.0,4.0,so-hi,sohi,1.0,0.0,{},1682617647608.0,1682617647608.0,3406.0,3406.0,1.7,1.706,1682617360891.0,1682617651014.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'te': 1.0, 'so': 2.0, 'nu': 3.0, 'hi': 4.0}",2-4,2-4,2.0,0.4265,2.1265,2,290123.0,9.0,16.0,16.0,16.0,0.2222222222222222,3.0
9176,11353,644ab534e8b53354700ea6b1,cogsci2023,quiz,False,144.0,,,,144.0,6449f103d9aadfd8114dd65d,644ab383c7b250f38b2cd221,$1.56,156.0,52.0,8.0,8.0,4.0,ke-ha,keha,1.0,0.0,{},1682617649649.0,1682617649649.0,2619.0,2619.0,1.365,1.254,1682617418299.0,1682617652268.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'tu': 1.0, 'ke': 2.0, 'so': 3.0, 'ha': 4.0}",2-4,2-4,2.0,0.3135,1.6785,2,233969.0,9.0,16.0,16.0,16.0,0.2222222222222222,3.0
9179,11357,644ab534e8b53354700ea6b6,cogsci2023,quiz,False,136.0,,,,136.0,6449f103d9aadfd8114dd65d,644ab37be48d0677a23c41da,$1.11,111.0,41.0,6.0,6.0,3.0,ko-hu,kohuti,0.0,0.0,{},1682617635993.0,1682617635993.0,16744.0,16744.0,14.359,2.385,1682617350726.0,1682617652737.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ti': 1.0, 'ko': 2.0, 'hu': 3.0, 'sa': 9.0}",2-3-1,2-3,2.0,0.3974999999999999,14.7565,3,302011.0,8.0,14.0,14.0,14.0,0.375,2.0
9197,11376,644ab538e8b53354700ea6ce,cogsci2023,quiz,False,135.0,,,,135.0,6449f103d9aadfd8114dd65d,644ab3845eaba0afb6ceac42,$1.5,150.0,50.0,6.0,6.0,4.0,su-ke,suke,1.0,0.0,{},1682617654762.0,1682617654762.0,1759.0,1759.0,0.344,1.415,1682617340959.0,1682617656521.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ta': 1.0, 'ke': 2.0, 'ni': 3.0, 'su': 4.0}",4-2,4-2,2.0,0.35375,0.69775,4,315562.0,9.0,15.0,15.0,15.0,0.4444444444444444,1.8
9203,11382,644ab539e8b53354700ea6d6,cogsci2023,quiz,False,150.0,,,,150.0,6449f103d9aadfd8114dd65d,644ab3896286956e16ac783d,$0.59,59.0,20.0,6.0,6.0,3.0,ko-ne,ko-ne,1.0,0.0,{},1682617651798.0,1682617651798.0,6537.0,6537.0,3.799,2.738,1682617454446.0,1682617658335.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ti': 1.0, 'ko': 2.0, 'ne': 3.0, 'sa': 9.0}",2-3,2-3,2.0,0.5476,4.3466,0,203889.0,,5.0,5.0,5.0,,
9204,11385,644ab53ae8b53354700ea6da,cogsci2023,quiz,False,152.0,,,,152.0,6449f103d9aadfd8114dd65d,644ab38179c79cf34e486325,$0.75,75.0,25.0,5.0,5.0,3.0,tu-ke,tuke,1.0,0.0,{},1682617654839.0,1682617654839.0,3142.0,3142.0,0.718,2.424,1682617525326.0,1682617657981.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 1.0, 'ke': 2.0, 'tu': 3.0, 'so': 9.0}",3-2,3-2,2.0,0.606,1.3239999999999998,2,132655.0,6.0,7.0,7.0,7.0,0.3333333333333333,2.0
9217,11398,644ab53de8b53354700ea6ed,cogsci2023,quiz,False,152.0,,,,152.0,6449f103d9aadfd8114dd65d,644ab38179c79cf34e486325,$0.78,78.0,26.0,6.0,6.0,3.0,ke-tu,ketu,1.0,0.0,{},1682617658983.0,1682617658983.0,2222.0,2222.0,0.846,1.376,1682617525326.0,1682617661205.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ha': 1.0, 'ke': 2.0, 'tu': 3.0, 'so': 9.0}",2-3,2-3,2.0,0.344,1.19,1,135879.0,6.0,7.0,7.0,7.0,0.16666666666666666,3.0
9228,11412,644ab540e8b53354700ea6fd,cogsci2023,quiz,False,135.0,,,,135.0,6449f103d9aadfd8114dd65d,644ab3845eaba0afb6ceac42,$1.56,156.0,52.0,8.0,8.0,4.0,ke-su,kesu,1.0,0.0,{},1682617661542.0,1682617661542.0,2644.0,2644.0,0.893,1.751,1682617340959.0,1682617664186.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ta': 1.0, 'ke': 2.0, 'ni': 3.0, 'su': 4.0}",2-4,2-4,2.0,0.43775,1.33075,2,323227.0,9.0,16.0,16.0,16.0,0.2222222222222222,3.0
9229,11413,644ab541e8b53354700ea701,cogsci2023,quiz,False,133.0,,,,133.0,6449f103d9aadfd8114dd65d,644ab3855eaba0afb6ceac44,$1.16,116.0,41.0,6.0,6.0,3.0,to-si,tosi,1.0,0.0,{},1682617655202.0,1682617655202.0,9252.0,9252.0,6.754,2.498,1682617334909.0,1682617664454.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ha': 1.0, 'to': 2.0, 'si': 3.0, 'ke': 9.0}",2-3,2-3,2.0,0.6245,7.3785,3,329545.0,8.0,14.0,14.0,14.0,0.375,2.0
9249,11440,644ab546e8b53354700ea723,cogsci2023,quiz,True,126.0,,,,126.0,6449f103d9aadfd8114dd65d,644ab383def5bce216ad67da,$1.74,174.0,59.0,5.0,5.0,3.0,sa-ne,sane,1.0,0.0,{},1682617667910.0,1682617667910.0,2004.0,2004.0,0.249,1.755,1682617299030.0,1682617669914.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'ne': 2.0, 'sa': 3.0, 'ko': 9.0}",3-2,3-2,2.0,0.43875,0.68775,6,370884.0,10.0,23.0,23.0,23.0,0.6,1.4285714285714286
9252,11444,644ab547e8b53354700ea728,cogsci2023,quiz,False,128.0,,,,128.0,6449f103d9aadfd8114dd65d,644ab3781bb44767554a6ed5,$0.91,91.0,32.0,5.0,5.0,3.0,ko-na,nako,0.0,0.0,{},1682617662156.0,1682617662156.0,8780.0,8780.0,5.575,3.205,1682617306985.0,1682617670936.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 1.0, 'na': 2.0, 'ko': 3.0, 'te': 9.0}",2-3,3-2,2.0,0.80125,6.376250000000001,3,363951.0,7.0,10.0,10.0,10.0,0.42857142857142855,1.75
9256,11449,644ab548e8b53354700ea730,cogsci2023,quiz,False,145.0,,,,145.0,6449f103d9aadfd8114dd65d,644ab3807c6ee08971ad6803,$0.97,97.0,33.0,6.0,6.0,4.0,su-ne,sune,1.0,0.0,{},1682617668492.0,1682617668492.0,3389.0,3389.0,1.411,1.978,1682617390976.0,1682617671881.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'ne': 2.0, 'to': 3.0, 'su': 4.0}",4-2,4-2,2.0,0.4945,1.9055,2,280905.0,7.0,8.0,8.0,8.0,0.2857142857142857,2.3333333333333335
9261,11455,644ab549e8b53354700ea737,cogsci2023,quiz,True,126.0,,,,126.0,6449f103d9aadfd8114dd65d,644ab383def5bce216ad67da,$1.77,177.0,60.0,6.0,6.0,3.0,ne-sa,nesa,1.0,0.0,{},1682617670917.0,1682617670917.0,2433.0,2433.0,0.647,1.787,1682617299030.0,1682617673351.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'hi': 1.0, 'ne': 2.0, 'sa': 3.0, 'ko': 9.0}",2-3,2-3,2.0,0.44675,1.09375,5,374321.0,10.0,23.0,23.0,23.0,0.5,1.6666666666666667
9278,11472,644ab54de8b53354700ea74f,cogsci2023,quiz,False,151.0,,,,151.0,6449f103d9aadfd8114dd65d,644ab37fad894f05fad566f1,$0.6,60.0,20.0,6.0,6.0,4.0,ka-nu,kanu,1.0,0.0,{},1682617669741.0,1682617669741.0,7908.0,7908.0,5.515,2.393,1682617462702.0,1682617677649.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'nu': 2.0, 'se': 3.0, 'ka': 4.0}",4-2,4-2,2.0,0.59825,6.11325,0,214947.0,,3.0,3.0,3.0,,
9295,11493,644ab552e8b53354700ea76e,cogsci2023,quiz,True,144.0,,,,144.0,6449f103d9aadfd8114dd65d,644ab383c7b250f38b2cd221,$1.8,180.0,60.0,6.0,6.0,4.0,ha-ke,hake,1.0,0.0,{},1682617679490.0,1682617679490.0,2685.0,2685.0,0.712,1.973,1682617418299.0,1682617682175.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'tu': 1.0, 'ke': 2.0, 'so': 3.0, 'ha': 4.0}",4-2,4-2,2.0,0.49325,1.20525,5,263876.0,10.0,20.0,20.0,20.0,0.5,1.6666666666666667
9303,11501,644ab554e8b53354700ea778,cogsci2023,quiz,True,139.0,,,,139.0,6449f103d9aadfd8114dd65d,644ab37edef5bce216ad67d8,$1.8,180.0,60.0,6.0,6.0,4.0,hi-ne,hine,1.0,0.0,{},1682617679268.0,1682617679268.0,4027.0,4027.0,2.412,1.615,1682617343941.0,1682617683295.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 1.0, 'ne': 2.0, 'ko': 3.0, 'hi': 4.0}",4-2,4-2,2.0,0.40375,2.81575,5,339354.0,10.0,20.0,20.0,20.0,0.5,1.6666666666666667
9304,11502,644ab554e8b53354700ea779,cogsci2023,quiz,False,150.0,,,,150.0,6449f103d9aadfd8114dd65d,644ab3896286956e16ac783d,$0.74,74.0,25.0,5.0,5.0,3.0,ne-ko,ne-ko,1.0,0.0,{},1682617678086.0,1682617678086.0,6953.0,6953.0,1.24,5.713,1682617454446.0,1682617685039.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti': 1.0, 'ko': 2.0, 'ne': 3.0, 'sa': 9.0}",3-2,3-2,2.0,1.1426,2.3826,2,230593.0,6.0,7.0,7.0,7.0,0.3333333333333333,2.0
9310,11508,644ab556e8b53354700ea783,cogsci2023,quiz,False,128.0,,,,128.0,6449f103d9aadfd8114dd65d,644ab3781bb44767554a6ed5,$0.96,96.0,33.0,6.0,6.0,3.0,na-ko,nako,1.0,0.0,{},1682617678605.0,1682617678605.0,7645.0,7645.0,5.19,2.455,1682617306985.0,1682617686250.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'su': 1.0, 'na': 2.0, 'ko': 3.0, 'te': 9.0}",2-3,2-3,2.0,0.61375,5.803750000000001,2,379265.0,7.0,10.0,10.0,10.0,0.2857142857142857,2.3333333333333335
9313,11511,644ab557e8b53354700ea788,cogsci2023,quiz,False,146.0,,,,146.0,6449f103d9aadfd8114dd65d,644ab38cc1e3c3686c1ed166,$1.1,110.0,40.0,5.0,5.0,3.0,nu-ti,nati,0.0,0.0,{},1682617679342.0,1682617679342.0,7019.0,7019.0,3.547,3.472,1682617421201.0,1682617686361.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 1.0, 'ti': 2.0, 'nu': 3.0, 'ke': 9.0}",na-2,3-2,2.0,0.868,4.415,4,265160.0,8.0,14.0,14.0,14.0,0.5,1.6
9318,11517,644ab559e8b53354700ea790,cogsci2023,quiz,True,144.0,,,,144.0,6449f103d9aadfd8114dd65d,644ab383c7b250f38b2cd221,$1.86,186.0,62.0,8.0,8.0,4.0,ke-ha,keha,1.0,0.0,{},1682617685604.0,1682617685604.0,3651.0,3651.0,2.513,1.138,1682617418299.0,1682617689255.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'tu': 1.0, 'ke': 2.0, 'so': 3.0, 'ha': 4.0}",2-4,2-4,2.0,0.2845,2.7975,3,270956.0,10.0,21.0,21.0,21.0,0.3,2.5
9325,11525,644ab55be8b53354700ea79d,cogsci2023,quiz,False,150.0,,,,150.0,6449f103d9aadfd8114dd65d,644ab3896286956e16ac783d,$0.77,77.0,26.0,6.0,6.0,3.0,ko-ne,ko-ne,1.0,0.0,{},1682617686062.0,1682617686062.0,6110.0,6110.0,1.855,4.255,1682617454446.0,1682617692172.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ti': 1.0, 'ko': 2.0, 'ne': 3.0, 'sa': 9.0}",2-3,2-3,2.0,0.851,2.706,1,237726.0,6.0,7.0,7.0,7.0,0.16666666666666666,3.0
9326,11526,644ab55be8b53354700ea79e,cogsci2023,quiz,False,132.0,,,,132.0,6449f103d9aadfd8114dd65d,644ab387e42ac9a969586cdf,$1.34,134.0,49.0,5.0,5.0,3.0,ha-nu,nuke,0.0,0.0,{},1682617683996.0,1682617683996.0,9331.0,9331.0,7.974,1.357,1682617326474.0,1682617693327.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'nu': 2.0, 'ha': 3.0, 'ti': 9.0}",2-1,3-2,2.0,0.33925,8.31325,5,366853.0,9.0,18.0,18.0,18.0,0.5555555555555556,1.5
9331,11532,644ab55de8b53354700ea7a7,cogsci2023,quiz,False,152.0,,,,152.0,6449f103d9aadfd8114dd65d,644ab38179c79cf34e486325,$0.96,96.0,32.0,5.0,5.0,3.0,tu-ke,tuke,1.0,0.0,{},1682617691207.0,1682617691207.0,2030.0,2030.0,0.718,1.312,1682617525326.0,1682617693237.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 1.0, 'ke': 2.0, 'tu': 3.0, 'so': 9.0}",3-2,3-2,2.0,0.328,1.046,3,167911.0,7.0,10.0,10.0,10.0,0.42857142857142855,1.75
9337,11539,644ab55ee8b53354700ea7b2,cogsci2023,quiz,False,145.0,,,,145.0,6449f103d9aadfd8114dd65d,644ab3807c6ee08971ad6803,$1.03,103.0,35.0,8.0,8.0,4.0,ne-su,nesu,1.0,0.0,{},1682617688539.0,1682617688539.0,6015.0,6015.0,4.007,2.008,1682617390976.0,1682617694554.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'hi': 1.0, 'ne': 2.0, 'to': 3.0, 'su': 4.0}",2-4,2-4,2.0,0.502,4.509,0,303578.0,,9.0,9.0,9.0,,
9338,11541,644ab560e8b53354700ea7b6,cogsci2023,quiz,True,139.0,,,,139.0,6449f103d9aadfd8114dd65d,644ab37edef5bce216ad67d8,$1.86,186.0,62.0,8.0,8.0,4.0,ne-hi,nehi,1.0,0.0,{},1682617687725.0,1682617687725.0,7258.0,7258.0,0.865,6.393,1682617343941.0,1682617694983.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'sa': 1.0, 'ne': 2.0, 'ko': 3.0, 'hi': 4.0}",2-4,2-4,2.0,1.59825,2.46325,3,351042.0,10.0,21.0,21.0,21.0,0.3,2.5
9340,11543,644ab560e8b53354700ea7b9,cogsci2023,quiz,False,152.0,,,,152.0,6449f103d9aadfd8114dd65d,644ab38179c79cf34e486325,$0.99,99.0,33.0,6.0,6.0,3.0,ke-tu,ketu,1.0,0.0,{},1682617694239.0,1682617694239.0,2086.0,2086.0,0.91,1.176,1682617525326.0,1682617696325.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ha': 1.0, 'ke': 2.0, 'tu': 3.0, 'so': 9.0}",2-3,2-3,2.0,0.294,1.204,2,170999.0,7.0,10.0,10.0,10.0,0.2857142857142857,2.3333333333333335
9345,11549,644ab562e8b53354700ea7c4,cogsci2023,quiz,False,146.0,,,,146.0,6449f103d9aadfd8114dd65d,644ab38cc1e3c3686c1ed166,$1.12,112.0,41.0,6.0,6.0,3.0,ti-nu,tinuso,0.0,0.0,{},1682617694103.0,1682617694103.0,3339.0,3339.0,1.513,1.826,1682617421201.0,1682617697442.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'so': 1.0, 'ti': 2.0, 'nu': 3.0, 'ke': 9.0}",2-3-1,2-3,2.0,0.3043333333333333,1.8173333333333328,3,276241.0,8.0,14.0,14.0,14.0,0.375,2.0
9362,11570,644ab56ae8b53354700ea7e2,cogsci2023,quiz,False,132.0,,,,132.0,6449f103d9aadfd8114dd65d,644ab387e42ac9a969586cdf,$1.37,137.0,50.0,6.0,6.0,3.0,nu-ha,nuha,1.0,0.0,{},1682617701685.0,1682617701685.0,5802.0,5802.0,3.657,2.145,1682617326474.0,1682617707487.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'nu': 2.0, 'ha': 3.0, 'ti': 9.0}",2-3,2-3,2.0,0.53625,4.19325,4,381013.0,9.0,18.0,18.0,18.0,0.4444444444444444,1.8
9366,11576,644ab56be8b53354700ea7eb,cogsci2023,quiz,True,135.0,,,,135.0,6449f103d9aadfd8114dd65d,644ab3845eaba0afb6ceac42,$1.8,180.0,60.0,6.0,6.0,4.0,su-ke,suke,1.0,0.0,{},1682617704025.0,1682617704025.0,3784.0,3784.0,0.794,2.99,1682617340959.0,1682617707809.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ta': 1.0, 'ke': 2.0, 'ni': 3.0, 'su': 4.0}",4-2,4-2,2.0,0.7475,1.5415,5,366850.0,10.0,20.0,20.0,20.0,0.5,1.6666666666666667
9368,11579,644ab56de8b53354700ea7f5,cogsci2023,quiz,False,151.0,,,,151.0,6449f103d9aadfd8114dd65d,644ab37fad894f05fad566f1,$0.78,78.0,26.0,6.0,6.0,4.0,ka-nu,kanu,1.0,0.0,{},1682617705249.0,1682617705249.0,4781.0,4781.0,2.049,2.732,1682617462702.0,1682617710030.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'nu': 2.0, 'se': 3.0, 'ka': 4.0}",4-2,4-2,2.0,0.683,2.732,1,247328.0,6.0,5.0,5.0,5.0,0.16666666666666666,3.0
9374,11586,644ab56fe8b53354700ea7ff,cogsci2023,quiz,False,141.0,,,,141.0,6449f103d9aadfd8114dd65d,644ab38758c3fe902e1f1567,$0.93,93.0,32.0,5.0,5.0,3.0,no-hi,nohi,1.0,0.0,{},1682617705032.0,1682617705032.0,6812.0,6812.0,1.17,5.642,1682617376325.0,1682617711845.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'hi': 2.0, 'no': 3.0, 'sa': 9.0}",3-2,3-2,2.0,1.4105,2.5805,3,335520.0,7.0,10.0,10.0,10.0,0.42857142857142855,1.75
9385,11601,644ab574e8b53354700ea817,cogsci2023,quiz,False,141.0,,,,141.0,6449f103d9aadfd8114dd65d,644ab38758c3fe902e1f1567,$0.96,96.0,33.0,6.0,6.0,3.0,hi-no,hino,1.0,0.0,{},1682617712855.0,1682617712855.0,3757.0,3757.0,2.677,1.08,1682617376325.0,1682617716612.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 1.0, 'hi': 2.0, 'no': 3.0, 'sa': 9.0}",2-3,2-3,2.0,0.27,2.947,2,340287.0,7.0,10.0,10.0,10.0,0.2857142857142857,2.3333333333333335
9387,11603,644ab575e8b53354700ea81b,cogsci2023,quiz,True,135.0,,,,135.0,6449f103d9aadfd8114dd65d,644ab3845eaba0afb6ceac42,$1.86,186.0,62.0,8.0,8.0,4.0,ke-su,kesu,1.0,0.0,{},1682617712351.0,1682617712351.0,4591.0,4591.0,3.105,1.486,1682617340959.0,1682617716942.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ta': 1.0, 'ke': 2.0, 'ni': 3.0, 'su': 4.0}",2-4,2-4,2.0,0.3715,3.4765,3,375983.0,10.0,21.0,21.0,21.0,0.3,2.5
9395,11615,644ab57ae8b53354700ea82d,cogsci2023,quiz,False,145.0,,,,145.0,6449f103d9aadfd8114dd65d,644ab3807c6ee08971ad6803,$1.21,121.0,41.0,6.0,6.0,4.0,su-ne,sune,1.0,0.0,{},1682617715675.0,1682617715675.0,6161.0,6161.0,2.245,3.916,1682617390976.0,1682617721836.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'ne': 2.0, 'to': 3.0, 'su': 4.0}",4-2,4-2,2.0,0.979,3.224,3,330860.0,8.0,11.0,11.0,11.0,0.375,2.0
9402,11624,644ab57ce8b53354700ea839,cogsci2023,quiz,False,153.0,,,,153.0,6449f103d9aadfd8114dd65d,644ab3894760c9b9a6ab05ec,$0.6,60.0,20.0,6.0,6.0,4.0,ti-ha,tiha,1.0,0.0,{},1682617721244.0,1682617721244.0,3860.0,3860.0,0.717,3.143,1682617551576.0,1682617725104.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu': 1.0, 'ha': 2.0, 'so': 3.0, 'ti': 4.0}",4-2,4-2,2.0,0.78575,1.5027499999999998,0,173528.0,,3.0,3.0,3.0,,
9403,11625,644ab57ce8b53354700ea83a,cogsci2023,quiz,False,152.0,,,,152.0,6449f103d9aadfd8114dd65d,644ab38179c79cf34e486325,$1.2,120.0,40.0,5.0,5.0,3.0,tu-ke,tuke,1.0,0.0,{},1682617719983.0,1682617719983.0,4166.0,4166.0,0.574,3.592,1682617525326.0,1682617724149.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 1.0, 'ke': 2.0, 'tu': 3.0, 'so': 9.0}",3-2,3-2,2.0,0.898,1.472,4,198823.0,8.0,14.0,14.0,14.0,0.5,1.6
9425,11649,644ab584e8b53354700ea85f,cogsci2023,quiz,False,145.0,,,,145.0,6449f103d9aadfd8114dd65d,644ab3807c6ee08971ad6803,$1.27,127.0,43.0,8.0,8.0,4.0,ne-su,nesu,1.0,0.0,{},1682617728155.0,1682617728155.0,4142.0,4142.0,1.918,2.224,1682617390976.0,1682617732297.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'hi': 1.0, 'ne': 2.0, 'to': 3.0, 'su': 4.0}",2-4,2-4,2.0,0.556,2.474,1,341321.0,8.0,12.0,12.0,12.0,0.125,4.0
