,Unnamed: 0,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq,elapsedTime,delay,ppd,dpp
2421,20537,63cda66858c4334a66b063f0,run1,quiz,False,228.0,,,,228.0,63cc988c2a276a3b63c222e6,63cda43010f8545a23c71c6e,$1.25,1.25,42.0,1.0,10.0,5.0,ni-tu,nitu,1.0,0.0,{},1674421853758.0,1674421853758.0,11003.0,11003.0,4.863,6.14,1674421452220.0,1674421864761.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ke': 3.0, 'ha': 4.0, 'so': 1.0, 'ni': 2.0, 'tu': 5.0}",2-5,2-5,2.0,1.535,6.398000000000001,0,412541.0,,,
2431,20551,63cda66e58c4334a66b06401,run1,quiz,False,240.0,,,,240.0,63cc988c2a276a3b63c222e6,63cda458ad359d197db9e102,$1.26,1.26,42.0,6.0,7.0,5.0,ke-sa,kesa,1.0,0.0,{},1674421865550.0,1674421865550.0,3930.0,3930.0,1.838,2.092,1674421598930.0,1674421869480.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti': 1.0, 'sa': 2.0, 'no': 3.0, 'hu': 4.0, 'ke': 5.0}",5-2,5-2,2.0,0.523,2.361,1,270550.0,7.0,0.14285714285714285,3.5
2438,20561,63cda66f58c4334a66b0640c,run1,quiz,True,233.0,,,,233.0,63cc988c2a276a3b63c222e6,63cda435c050682a8d35b2e1,$1.82,1.82,61.0,6.0,7.0,5.0,ko-tu,kotu,1.0,0.0,{},1674421870655.0,1674421870655.0,2580.0,2580.0,1.033,1.547,1674421496674.0,1674421873235.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 1.0, 'tu': 2.0, 'sa': 3.0, 'hi': 4.0, 'ko': 5.0}",5-2,5-2,2.0,0.38675,1.4197499999999998,3,376561.0,9.0,0.3333333333333333,2.25
2441,20565,63cda67058c4334a66b06412,run1,quiz,False,236.0,,,,236.0,63cc988c2a276a3b63c222e6,63cda431eaa70cd95f1d5491,$1.5,1.5,51.0,6.0,7.0,5.0,ni,ni,1.0,0.0,{},1674421868731.0,1674421868731.0,4086.0,4086.0,0.543,3.543,1674421520925.0,1674421872817.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 1.0, 'ho-ta': 2.0, 'ho': 3.0, 'ho-se': 4.0, 'ho-ni': 5.0, 'ni-ho': 6.0, 'ni': 7.0, 'ho-ku': 8.0, 'ta': 9.0, 'ku': 10.0}",7,7,1.0,1.7715,2.3145,2,351892.0,8.0,0.25,2.6666666666666665
2446,20572,63cda67458c4334a66b0641b,run1,quiz,True,222.0,,,,222.0,63cc988c2a276a3b63c222e6,63cda4371aec6dfe7fa054b6,$1.64,1.64,59.0,0.0,10.0,5.0,hi-sa,sahi,0.0,0.0,{},1674421873550.0,1674421873550.0,4302.0,4302.0,2.332,1.97,1674421383226.0,1674421877852.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'no': 4.0, 'sa': 5.0, 'hi': 2.0, 'tu': 3.0, 'ke': 1.0}",5-2,2-5,2.0,0.4925,2.8245,0,494626.0,,,
2452,20580,63cda67758c4334a66b06424,run1,quiz,False,227.0,,,,227.0,63cc988c2a276a3b63c222e6,63cda432f338dc3127c71c51,$0.74,0.74,25.0,3.0,7.0,5.0,ne-so,ne-so,1.0,0.0,{},1674421871557.0,1674421871557.0,7688.0,7688.0,1.854,5.834,1674421432534.0,1674421879245.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 5.0, 'ti': 3.0, 'ku': 4.0, 'ha': 1.0, 'so': 2.0}",5-2,5-2,2.0,1.1667999999999998,3.0208,1,446711.0,5.0,0.2,2.5
2456,20585,63cda67958c4334a66b0642b,run1,quiz,False,231.0,,,,231.0,63cc988c2a276a3b63c222e6,63cda4368a2cdaa01df6a650,$1.02,1.02,34.0,6.0,7.0,5.0,ha,ha,1.0,0.0,{},1674421874959.0,1674421874959.0,6383.0,6383.0,4.399,1.984,1674421463135.0,1674421881342.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke-su': 1.0, 'ke-ha': 2.0, 'ke-ti': 3.0, 'no': 4.0, 'ke': 5.0, 'ke-no': 6.0, 'ha': 7.0, 'no-ke': 8.0, 'su': 9.0, 'ti': 10.0}",7,7,1.0,0.992,5.391,0,418207.0,,,
2469,20604,63cda68258c4334a66b06443,run1,quiz,False,241.0,,,,241.0,63cc988c2a276a3b63c222e6,63cda432c1c6fa7c66ae1fb0,$0.72,0.72,24.0,3.0,7.0,5.0,ha-si,hasi,1.0,0.0,{},1674421886352.0,1674421886352.0,5179.0,5179.0,1.966,3.213,1674421669165.0,1674421891531.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 5.0, 'ko': 3.0, 'si': 2.0, 'nu': 4.0, 'te': 1.0}",5-2,5-2,2.0,0.80325,2.76925,1,222366.0,5.0,0.2,2.5
2476,20618,63cda68758c4334a66b06456,run1,quiz,True,233.0,,,,233.0,63cc988c2a276a3b63c222e6,63cda435c050682a8d35b2e1,$1.91,1.91,64.0,0.0,10.0,5.0,tu-ko,tuko,1.0,0.0,{},1674421893531.0,1674421893531.0,3220.0,3220.0,1.5,1.72,1674421496674.0,1674421896751.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ne': 1.0, 'tu': 2.0, 'sa': 3.0, 'hi': 4.0, 'ko': 5.0}",2-5,2-5,2.0,0.43,1.93,0,400077.0,,,
2477,20619,63cda68758c4334a66b06457,run1,quiz,False,232.0,,,,232.0,63cc988c2a276a3b63c222e6,63cda42fc750a65768ece732,$1.53,1.53,51.0,6.0,7.0,5.0,te-ku,teku,1.0,0.0,{},1674421873685.0,1674421873685.0,8342.0,8342.0,0.474,7.868,1674421456646.0,1674421882027.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te-hi': 1.0, 'na': 2.0, 'te-na': 3.0, 'te-so': 4.0, 'hi': 5.0, 'so': 6.0, 'te-ku': 7.0, 'te': 8.0, 'ku': 9.0, 'ku-te': 10.0}",7,8-9,2.0,1.967,2.441,2,425381.0,8.0,0.25,2.6666666666666665
2490,20645,63cda69158c4334a66b06479,run1,quiz,False,234.0,,,,234.0,63cc988c2a276a3b63c222e6,63cda432903e7830ca5670fd,$1.23,1.23,41.0,1.0,7.0,5.0,ni-ha,niha,1.0,0.0,{},1674421897069.0,1674421897069.0,7228.0,7228.0,1.866,5.362,1674421494395.0,1674421904297.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 2.0, 'te': 4.0, 'ko': 3.0, 'ni': 5.0, 'su': 1.0}",5-2,5-2,2.0,1.3405,3.2065,1,409902.0,6.0,0.16666666666666666,3.0
2493,20648,63cda69258c4334a66b0647c,run1,quiz,False,228.0,,,,228.0,63cc988c2a276a3b63c222e6,63cda43010f8545a23c71c6e,$1.43,1.43,48.0,7.0,7.0,5.0,tu-ni,tuni,1.0,0.0,{},1674421901550.0,1674421901550.0,4362.0,4362.0,1.687,2.675,1674421452220.0,1674421905912.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 3.0, 'ha': 4.0, 'so': 1.0, 'ni': 2.0, 'tu': 5.0}",5-2,5-2,2.0,0.66875,2.35575,2,453692.0,14.0,0.14285714285714285,4.666666666666667
2505,20672,63cda69a58c4334a66b0649a,run1,quiz,False,241.0,,,,241.0,63cc988c2a276a3b63c222e6,63cda432c1c6fa7c66ae1fb0,$0.84,0.84,28.0,1.0,7.0,5.0,ha-si,hasi,1.0,0.0,{},1674421910856.0,1674421910856.0,4373.0,4373.0,1.53,2.843,1674421669165.0,1674421915229.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 5.0, 'ko': 3.0, 'si': 2.0, 'nu': 4.0, 'te': 1.0}",5-2,5-2,2.0,0.71075,2.24075,2,246064.0,3.0,0.6666666666666666,1.0
2510,20679,63cda69c58c4334a66b064a4,run1,quiz,False,234.0,,,,234.0,63cc988c2a276a3b63c222e6,63cda432903e7830ca5670fd,$1.26,1.26,42.0,2.0,10.0,5.0,ha-ni,hani,1.0,0.0,{},1674421905302.0,1674421905302.0,9707.0,9707.0,7.392,2.315,1674421494395.0,1674421915009.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ha': 2.0, 'te': 4.0, 'ko': 3.0, 'ni': 5.0, 'su': 1.0}",2-5,2-5,2.0,0.57875,7.970750000000001,0,420614.0,,,
2513,20684,63cda69e58c4334a66b064aa,run1,quiz,True,236.0,,,,236.0,63cc988c2a276a3b63c222e6,63cda431eaa70cd95f1d5491,$1.8,1.8,61.0,6.0,7.0,5.0,ni,ni,1.0,0.0,{},1674421917211.0,1674421917211.0,1392.0,1392.0,0.34,1.052,1674421520925.0,1674421918603.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 1.0, 'ho-ta': 2.0, 'ho': 3.0, 'ho-se': 4.0, 'ho-ni': 5.0, 'ni-ho': 6.0, 'ni': 7.0, 'ho-ku': 8.0, 'ta': 9.0, 'ku': 10.0}",7,7,1.0,0.526,0.8660000000000001,3,397678.0,9.0,0.3333333333333333,2.25
2516,20688,63cda69f58c4334a66b064af,run1,quiz,False,244.0,,,,244.0,63cc988c2a276a3b63c222e6,63cda434aa9f81592de4eabe,$0.29,0.29,14.0,2.0,7.0,5.0,si-ko,kosi,0.0,0.0,{},1674421915103.0,1674421915103.0,3870.0,3870.0,1.859,2.011,1674421774613.0,1674421918973.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he': 3.0, 'tu': 4.0, 'si': 5.0, 'na': 1.0, 'ko': 2.0}",2-5,5-2,2.0,0.50275,2.36175,0,144360.0,,,
2528,20703,63cda6a458c4334a66b064c1,run1,quiz,False,228.0,,,,228.0,63cc988c2a276a3b63c222e6,63cda43010f8545a23c71c6e,$1.55,1.55,52.0,2.0,7.0,5.0,tu-ni,tuni,1.0,0.0,{},1674421920822.0,1674421920822.0,3666.0,3666.0,1.678,1.988,1674421452220.0,1674421924488.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 3.0, 'ha': 4.0, 'so': 1.0, 'ni': 2.0, 'tu': 5.0}",5-2,5-2,2.0,0.497,2.175,3,472268.0,4.0,0.75,1.0
2532,20711,63cda6a758c4334a66b064cb,run1,quiz,True,236.0,,,,236.0,63cc988c2a276a3b63c222e6,63cda431eaa70cd95f1d5491,$1.86,1.86,64.0,9.0,10.0,5.0,ku,ko,0.0,0.0,{},1674421925763.0,1674421925763.0,1310.0,1310.0,0.451,0.859,1674421520925.0,1674421927073.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'se': 1.0, 'ho-ta': 2.0, 'ho': 3.0, 'ho-se': 4.0, 'ho-ni': 5.0, 'ni-ho': 6.0, 'ni': 7.0, 'ho-ku': 8.0, 'ta': 9.0, 'ku': 10.0}",,10,1.0,0.4295,0.8805000000000001,0,406148.0,,,
2545,20733,63cda6af58c4334a66b064e9,run1,quiz,False,240.0,,,,240.0,63cc988c2a276a3b63c222e6,63cda458ad359d197db9e102,$1.53,1.53,51.0,6.0,7.0,5.0,ke-sa,kesa,1.0,0.0,{},1674421922676.0,1674421922676.0,12019.0,12019.0,0.503,,1674421598930.0,1674421934695.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti': 1.0, 'sa': 2.0, 'no': 3.0, 'hu': 4.0, 'ke': 5.0}",5-2,5-2,2.0,,,2,335765.0,8.0,0.25,2.6666666666666665
2562,20764,63cda6b958c4334a66b06513,run1,quiz,False,243.0,,,,243.0,63cc988c2a276a3b63c222e6,63cda433a5782f6217e4ea9c,$0.74,0.74,25.0,1.0,7.0,5.0,ke-sa,kesa,1.0,0.0,{},1674421940174.0,1674421940174.0,4116.0,4116.0,2.815,1.301,1674421761864.0,1674421944290.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'ke': 5.0, 'no': 4.0, 'tu': 3.0, 'sa': 2.0}",5-2,5-2,2.0,0.32525,3.14025,1,182426.0,11.0,0.09090909090909091,5.5
2587,20801,63cda6c458c4334a66b06542,run1,quiz,False,242.0,,,,242.0,63cc988c2a276a3b63c222e6,63cda4379c911ebce62c11bd,$1.02,1.02,34.0,6.0,7.0,5.0,ho-si,hosi,1.0,0.0,{},1674421954616.0,1674421954616.0,1590.0,1590.0,0.309,1.281,1674421763861.0,1674421956206.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 1.0, 'si': 2.0, 'ka': 3.0, 'tu': 4.0, 'ho': 5.0}",5-2,5-2,2.0,0.32025,0.62925,0,192345.0,,,
2594,20817,63cda6c958c4334a66b06557,run1,quiz,False,241.0,,,,241.0,63cc988c2a276a3b63c222e6,63cda432c1c6fa7c66ae1fb0,$1.08,1.08,36.0,2.0,7.0,5.0,ha-si,hasi,1.0,0.0,{},1674421952793.0,1674421952793.0,8893.0,8893.0,1.489,7.404,1674421669165.0,1674421961686.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 5.0, 'ko': 3.0, 'si': 2.0, 'nu': 4.0, 'te': 1.0}",5-2,5-2,2.0,1.851,3.34,3,292521.0,6.0,0.5,1.5
2596,20821,63cda6ca58c4334a66b0655d,run1,quiz,False,231.0,,,,231.0,63cc988c2a276a3b63c222e6,63cda4368a2cdaa01df6a650,$1.26,1.26,42.0,6.0,7.0,5.0,ha,ha,1.0,0.0,{},1674421955689.0,1674421955689.0,6771.0,6771.0,3.753,3.018,1674421463135.0,1674421962460.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke-su': 1.0, 'ke-ha': 2.0, 'ke-ti': 3.0, 'no': 4.0, 'ke': 5.0, 'ke-no': 6.0, 'ha': 7.0, 'no-ke': 8.0, 'su': 9.0, 'ti': 10.0}",7,7,1.0,1.509,5.2620000000000005,1,499325.0,7.0,0.14285714285714285,3.5
2602,20840,63cda6d058c4334a66b06575,run1,quiz,True,232.0,,,,232.0,63cc988c2a276a3b63c222e6,63cda42fc750a65768ece732,$1.83,1.83,61.0,6.0,7.0,5.0,te-ku,teku,1.0,0.0,{},1674421949359.0,1674421949359.0,5367.0,5367.0,2.852,2.515,1674421456646.0,1674421954726.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te-hi': 1.0, 'na': 2.0, 'te-na': 3.0, 'te-so': 4.0, 'hi': 5.0, 'so': 6.0, 'te-ku': 7.0, 'te': 8.0, 'ku': 9.0, 'ku-te': 10.0}",7,8-9,2.0,0.62875,3.48075,3,498080.0,9.0,0.3333333333333333,2.25
2608,20851,63cda6d258c4334a66b06583,run1,quiz,False,234.0,,,,234.0,63cc988c2a276a3b63c222e6,63cda432903e7830ca5670fd,$1.56,1.56,52.0,3.0,7.0,5.0,ni-ha,niha,1.0,0.0,{},1674421963508.0,1674421963508.0,5500.0,5500.0,1.866,3.634,1674421494395.0,1674421969008.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 2.0, 'te': 4.0, 'ko': 3.0, 'ni': 5.0, 'su': 1.0}",5-2,5-2,2.0,0.9085,2.7745,2,474613.0,10.0,0.2,3.3333333333333335
2634,20915,63cda6e058c4334a66b065d7,run1,quiz,False,243.0,,,,243.0,63cc988c2a276a3b63c222e6,63cda433a5782f6217e4ea9c,$1.01,1.01,34.0,3.0,7.0,5.0,ke-sa,kesa,1.0,0.0,{},1674421979241.0,1674421979241.0,4156.0,4156.0,1.237,2.919,1674421761864.0,1674421983397.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'ke': 5.0, 'no': 4.0, 'tu': 3.0, 'sa': 2.0}",5-2,5-2,2.0,0.72975,1.96675,2,221533.0,9.0,0.2222222222222222,3.0
2636,20924,63cda6e258c4334a66b065e3,run1,quiz,True,232.0,,,,232.0,63cc988c2a276a3b63c222e6,63cda42fc750a65768ece732,$1.92,1.92,64.0,0.0,10.0,5.0,ku-te,kute,1.0,0.0,{},1674421965146.0,1674421965146.0,7763.0,7763.0,1.41,6.353,1674421456646.0,1674421972909.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'te-hi': 1.0, 'na': 2.0, 'te-na': 3.0, 'te-so': 4.0, 'hi': 5.0, 'so': 6.0, 'te-ku': 7.0, 'te': 8.0, 'ku': 9.0, 'ku-te': 10.0}",10,9-8,2.0,1.58825,2.99825,0,516263.0,,,
2639,20935,63cda6e458c4334a66b065ef,run1,quiz,False,242.0,,,,242.0,63cc988c2a276a3b63c222e6,63cda4379c911ebce62c11bd,$1.26,1.26,42.0,6.0,7.0,5.0,ho-si,hosi,1.0,0.0,{},1674421985553.0,1674421985553.0,2669.0,2669.0,0.749,1.92,1674421763861.0,1674421988222.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 1.0, 'si': 2.0, 'ka': 3.0, 'tu': 4.0, 'ho': 5.0}",5-2,5-2,2.0,0.48,1.229,1,224361.0,7.0,0.14285714285714285,3.5
2641,20942,63cda6e558c4334a66b065f8,run1,quiz,False,234.0,,,,234.0,63cc988c2a276a3b63c222e6,63cda432903e7830ca5670fd,$1.68,1.68,56.0,7.0,7.0,5.0,ni-ha,niha,1.0,0.0,{},1674421984485.0,1674421984485.0,3458.0,3458.0,1.814,1.644,1674421494395.0,1674421987943.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ha': 2.0, 'te': 4.0, 'ko': 3.0, 'ni': 5.0, 'su': 1.0}",5-2,5-2,2.0,0.411,2.225,3,493548.0,3.0,1.0,0.75
2661,21020,63cda6f658c4334a66b06663,run1,quiz,True,240.0,,,,240.0,63cc988c2a276a3b63c222e6,63cda458ad359d197db9e102,$1.83,1.83,61.0,6.0,7.0,5.0,ke-sa,kesa,1.0,0.0,{},1674421999846.0,1674421999846.0,5824.0,5824.0,2.274,3.55,1674421598930.0,1674422005670.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ti': 1.0, 'sa': 2.0, 'no': 3.0, 'hu': 4.0, 'ke': 5.0}",5-2,5-2,2.0,0.8875,3.1615,3,406740.0,9.0,0.3333333333333333,2.25
2672,21043,63cda6fd58c4334a66b06686,run1,quiz,False,244.0,,,,244.0,63cc988c2a276a3b63c222e6,63cda434aa9f81592de4eabe,$0.47,0.47,23.0,0.0,7.0,5.0,si-ko,si,0.0,0.0,{},1674422006129.0,1674422006129.0,6481.0,6481.0,2.91,3.571,1674421774613.0,1674422012610.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he': 3.0, 'tu': 4.0, 'si': 5.0, 'na': 1.0, 'ko': 2.0}",5,5-2,2.0,1.7855,4.6955,1,237997.0,6.0,0.16666666666666666,3.0
2689,21076,63cda70658c4334a66b066b6,run1,quiz,False,245.0,,,,245.0,63cc988c2a276a3b63c222e6,63cda43964b2bd79ab694430,$1.02,1.02,34.0,6.0,7.0,5.0,ta,ta,1.0,0.0,{},1674422022256.0,1674422022256.0,1152.0,1152.0,0.458,0.694,1674421891998.0,1674422023408.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ta-he': 1.0, 'ta-nu': 2.0, 'nu-ta': 3.0, 'ko': 4.0, 'ta-si': 5.0, 'nu': 6.0, 'ta': 7.0, 'he': 8.0, 'si': 9.0, 'ta-ko': 10.0}",7,7,1.0,0.347,0.8049999999999999,0,131410.0,,,
2703,21103,63cda70e58c4334a66b066db,run1,quiz,False,242.0,,,,242.0,63cc988c2a276a3b63c222e6,63cda4379c911ebce62c11bd,$1.53,1.53,51.0,6.0,7.0,5.0,ho-si,hosi,1.0,0.0,{},1674422028208.0,1674422028208.0,2470.0,2470.0,0.837,1.633,1674421763861.0,1674422030678.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 1.0, 'si': 2.0, 'ka': 3.0, 'tu': 4.0, 'ho': 5.0}",5-2,5-2,2.0,0.40825,1.24525,2,266817.0,8.0,0.25,2.6666666666666665
2713,21125,63cda71558c4334a66b066ff,run1,quiz,False,241.0,,,,241.0,63cc988c2a276a3b63c222e6,63cda432c1c6fa7c66ae1fb0,$1.44,1.44,48.0,6.0,10.0,5.0,si-ha,siha,1.0,0.0,{},1674422033720.0,1674422033720.0,4517.0,4517.0,1.805,2.712,1674421669165.0,1674422038237.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ha': 5.0, 'ko': 3.0, 'si': 2.0, 'nu': 4.0, 'te': 1.0}",2-5,2-5,2.0,0.678,2.483,0,369072.0,,,
2715,21127,63cda71658c4334a66b06701,run1,quiz,False,231.0,,,,231.0,63cc988c2a276a3b63c222e6,63cda4368a2cdaa01df6a650,$1.53,1.53,51.0,6.0,7.0,5.0,ha,ha,1.0,0.0,{},1674422031265.0,1674422031265.0,7077.0,7077.0,4.665,2.412,1674421463135.0,1674422038342.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke-su': 1.0, 'ke-ha': 2.0, 'ke-ti': 3.0, 'no': 4.0, 'ke': 5.0, 'ke-no': 6.0, 'ha': 7.0, 'no-ke': 8.0, 'su': 9.0, 'ti': 10.0}",7,7,1.0,1.206,5.871,2,575207.0,8.0,0.25,2.6666666666666665
2718,21134,63cda71858c4334a66b0670d,run1,quiz,True,240.0,,,,240.0,63cc988c2a276a3b63c222e6,63cda458ad359d197db9e102,$1.92,1.92,64.0,0.0,10.0,5.0,sa-ke,sake,1.0,0.0,{},1674422032116.0,1674422032116.0,8004.0,8004.0,6.141,1.863,1674421598930.0,1674422040120.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ti': 1.0, 'sa': 2.0, 'no': 3.0, 'hu': 4.0, 'ke': 5.0}",2-5,2-5,2.0,0.46575,6.60675,0,441190.0,,,
2746,21228,63cda73858c4334a66b0679c,run1,quiz,True,242.0,,,,242.0,63cc988c2a276a3b63c222e6,63cda4379c911ebce62c11bd,$1.83,1.83,61.0,6.0,7.0,5.0,ho-si,hosi,1.0,0.0,{},1674422070689.0,1674422070689.0,1749.0,1749.0,0.276,1.473,1674421763861.0,1674422072438.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 1.0, 'si': 2.0, 'ka': 3.0, 'tu': 4.0, 'ho': 5.0}",5-2,5-2,2.0,0.36825,0.64425,3,308577.0,9.0,0.3333333333333333,2.25
2760,21258,63cda74358c4334a66b067c6,run1,quiz,True,242.0,,,,242.0,63cc988c2a276a3b63c222e6,63cda4379c911ebce62c11bd,$1.92,1.92,64.0,0.0,10.0,5.0,si-ho,siho,1.0,0.0,{},1674422081073.0,1674422081073.0,2292.0,2292.0,0.86,1.432,1674421763861.0,1674422083365.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ne': 1.0, 'si': 2.0, 'ka': 3.0, 'tu': 4.0, 'ho': 5.0}",2-5,2-5,2.0,0.358,1.218,0,319504.0,,,
2761,21260,63cda74358c4334a66b067c8,run1,quiz,False,245.0,,,,245.0,63cc988c2a276a3b63c222e6,63cda43964b2bd79ab694430,$1.2,1.2,42.0,6.0,7.0,5.0,ta,si,0.0,0.0,{},1674422080539.0,1674422080539.0,4017.0,4017.0,2.174,1.843,1674421891998.0,1674422084556.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ta-he': 1.0, 'ta-nu': 2.0, 'nu-ta': 3.0, 'ko': 4.0, 'ta-si': 5.0, 'nu': 6.0, 'ta': 7.0, 'he': 8.0, 'si': 9.0, 'ta-ko': 10.0}",9,7,1.0,0.9215,3.0955,1,192558.0,7.0,0.14285714285714285,3.5
2769,21288,63cda74c58c4334a66b067f0,run1,quiz,True,243.0,,,,243.0,63cc988c2a276a3b63c222e6,63cda433a5782f6217e4ea9c,$1.76,1.76,59.0,1.0,10.0,5.0,sa-ke,sake,1.0,0.0,{},1674422087890.0,1674422087890.0,2891.0,2891.0,1.324,1.567,1674421761864.0,1674422090781.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'hi': 1.0, 'ke': 5.0, 'no': 4.0, 'tu': 3.0, 'sa': 2.0}",2-5,2-5,2.0,0.39175,1.71575,0,328917.0,,,
